cluster	0	0	1	1
feature	padj	NES	padj	NES
EUKARYOTIC TRANSLATION ELONGATION%REACTOME DATABASE ID RELEASE 66%156842	0.00858679815295646	5.2685105765232	0.00911023030891867	-5.31861819025246
PEPTIDE CHAIN ELONGATION%REACTOME DATABASE ID RELEASE 66%156902	0.00837851833800414	5.24476034584687	0.008710154986185041	-5.32453279736682
VIRAL MRNA TRANSLATION%REACTOME%R-HSA-192823.3	0.00837851833800414	5.136095563369389	0.008710154986185041	-5.214215230868629
FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME DATABASE ID RELEASE 66%72689	0.00924749186368649	5.12205082367499	0.0101301332023817	-5.148221113830809
EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.4	0.00858679815295646	5.10926074723684	0.00911023030891867	-5.15785377182057
CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20181110%WP477%HOMO SAPIENS	0.0082657832734966	5.0729134133482	0.00871087220095338	-5.13507142802305
NONSENSE MEDIATED DECAY (NMD) INDEPENDENT OF THE EXON JUNCTION COMPLEX (EJC)%REACTOME DATABASE ID RELEASE 66%975956	0.008821261769165709	5.027313020720389	0.00939124630340247	-5.076012258767901
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006614	0.00859913284391451	4.9717916638199	0.00893100671489616	-5.04874232814128
SELENOCYSTEINE SYNTHESIS%REACTOME%R-HSA-2408557.2	0.00859913284391451	4.86909022312824	0.00893100671489616	-4.944451330882821
L13A-MEDIATED TRANSLATIONAL SILENCING OF CERULOPLASMIN EXPRESSION%REACTOME DATABASE ID RELEASE 66%156827	0.00985870562596777	4.86742242855023	0.0110650709041537	-4.91170591954833
GTP HYDROLYSIS AND JOINING OF THE 60S RIBOSOMAL SUBUNIT%REACTOME DATABASE ID RELEASE 66%72706	0.0100008968870746	4.81359426082702	0.0110569900974178	-4.8756104059792
