pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
TRANSLATION%REACTOME%R-HSA-72766.3	0.00063653723742839	0.0071179562383872795	0.480020045176521	4.0287265534674	0	289	MRPL24|EARS2|MRPL15|MRPL48|EPRS|EEF1E1|DAP3|SSR2|MRPL1|DARS|RPL14|NARS2|LARS|DARS2|WARS2|HARS|RARS|IARS2|MRPS27|PPA2|PARS2|EIF3I|MRPS26|MRPS18A|VARS|APEH|MRPL14|EIF5B|MRPL30|FARS2|MRPS9|GFM2|TSFM|EIF3C|RPS18|EIF3J|MRPS14|MRPS10|EIF3E|RPSA|EIF3L|RPL34|RARS2|TARS|RPS3|RPL4|MRPS35|EIF2B3|SPCS2|MRPL43|RPL15|N6AMT1|RPL6|RPL29|EEF1A1|MRPL47|RPS14|LARS2|MRPL18|RPS3A|MRPS17|EIF3H|EEF1B2|RPL26|KARS|MRPL36|RPL5|TARS2|MRPL42|FARSB|SPCS1|MRPS25|MRPS30|TUFM|RPL10A|RPL26L1|RPL23A|MRPS36|EIF2S2|AIMP2|SARS|QARS|MTRF1L|EIF4B|MRPL3|MRPL2|EIF4EBP1|EIF4A1|EIF3M|MRPL40|GARS|MRPL28|AARS2|MRPL23|SRP72|MRPL12|MRPL46|RPS11|MRPL39|EIF3K|RPS5|MTIF2|MRPL57|PPA1|GADD45GIP1|DDOST|SRP9|MRPL44|YARS2|MRPL55|FARSA|RPS7|RPL9|AIMP1|MRPL9|RPL32|MRPS18B|SARS2|MRPS28|RPLP0|EIF3D|NARS|RPL3|MRPL54|RPL31|RPL36|EIF4A2|RPL7A|SRP19|MRPS22|RPS4X|RPS10|MRPL37|RPL7|RPS24|GSPT2|MRPL53|MARS|RPL37|RPL17|IARS|MTFMT|MRPL19|RPS2|RPL12|RPS12|MRPL35|HARS2|RPS17|RPL39|RPS15|SRP14|MRPL13|MTIF3|MRPS24|RPL39L|RPL37A|ERAL1|MRPS33|MRPL34|SEC61A1|RPL8|RPS27A|EIF3A|MRPL22|RPS25|RPS21|SRP54|RPL24|TRMT112|EIF2B2|RPL30|PABPC1|MRPL21|MRPL4|MRPS15|RPN2|RPL13|EIF1AX|RPL27A|MRPL50|RPS23|RPL35A|SRPRB|EEF2|MRPL27|RPL36A|RPL41|RPLP1|MRPS2|EEF1G|RPS6
TRANSLATION%GOBP%GO:0006412	0.000689179875947622	0.00754861635288927	0.465784291773485	3.94823105428428	0	309	MRPL24|EARS2|MRPL15|MRPL48|EPRS|EEF1E1|DAP3|NHP2|MRPL1|DARS|RPL14|NARS2|LARS|DARS2|WARS2|HARS|RARS|IARS2|MRPS27|PPA2|COPS5|PARS2|EIF3I|PAIP1|MRPS26|MRPS18A|VARS|APEH|MRPL14|MRPL30|FARS2|GNB2L1|MRPS9|RSL24D1|GFM2|TSFM|NOA1|EIF3C|RPS18|EIF3J|MRPS14|MRPS10|EIF3E|RPSA|EIF3L|SEPSECS|RPL34|RARS2|TARS|RPS3|ABCF1|RPL4|DHPS|MRPS35|EIF2B3|MRPL43|RPL15|RPL6|RPL29|EEF1A1|MRPL47|RPS14|GATB|LARS2|MRPL18|RPS3A|MRPS17|EIF3H|EEF1B2|RPL26|KARS|MRPL36|RPL5|TARS2|MRPL42|FARSB|MRPS25|MRPS30|LARP1|RWDD1|TUFM|RPL10A|RPL26L1|RPL23A|MRPS36|RPL17-C18orf32|EIF2S2|ABCE1|AIMP2|SARS|QARS|MTRF1L|EIF4B|EIF3CL|SRBD1|MRPL3|MRPL2|EIF4A1|EIF3M|MRPL40|GARS|NDUFA7|MRPL28|ZC3H15|AARS2|MRPL23|MRPL12|MRPL46|RPS11|MRPL39|EIF3K|RPS5|MTIF2|MRPL57|PPA1|GADD45GIP1|MRPL44|YARS2|MRPL55|FARSA|GTPBP2|RPS7|RPL9|AIMP1|MRPL9|RPL32|MRPS18B|SARS2|MRPS28|RPLP0|EIF3D|NARS|RPL3|MRPL54|RPL31|RPL36|EIF4A2|RPL7A|MRPS22|RPS4X|RPS10|MRPL37|RPL7|RPS24|GSPT2|MRPL53|MARS|RPL37|RPL17|IARS|MRPL19|RPS2|RPL12|RPS12|YAE1D1|MRPL35|HARS2|RPS17|RPL39|RPS15|MRPL13|MTIF3|MRPS24|RPL37A|ERAL1|MRPS33|MRPL34|RPL8|RPS27A|EIF3A|MRPL22|RPS25|RPS21|RPL24|EIF2B2|QRSL1|RPL30|PABPC1|MRPL21|MRPL4|MRPS15|RPL13|EIF1AX|RPL27A|MRPL50|RPS23|RPL35A|EEF2|MRPL27|RPL36A|RPL41|RPLP1|MCTS1|MRPS2|EEF1G|RPS6|EEFSEC|EEF2K|MRPL51|MRRF|MRPS6
PEPTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043043	0.000743494423791822	0.00803282393947419	0.43676929651827	3.7354688443487	0	327	MRPL24|EARS2|MRPL15|MRPL48|EPRS|EEF1E1|DAP3|NHP2|MRPL1|DARS|RPL14|NARS2|LARS|DARS2|WARS2|HARS|RARS|IARS2|MRPS27|PPA2|COPS5|PARS2|EIF3I|PAIP1|MRPS26|MRPS18A|VARS|APEH|MRPL14|MRPL30|FARS2|GNB2L1|MRPS9|RSL24D1|GFM2|TSFM|NOA1|EIF3C|RPS18|EIF3J|MRPS14|MRPS10|EIF3E|RPSA|EIF3L|SEPSECS|RPL34|RARS2|TARS|RPS3|ABCF1|RPL4|DHPS|MRPS35|EIF2B3|MRPL43|RPL15|RPL6|RPL29|EEF1A1|MRPL47|RPS14|GATB|LARS2|MRPL18|RPS3A|MRPS17|EIF3H|EEF1B2|RPL26|KARS|MRPL36|RPL5|TARS2|MRPL42|FARSB|MRPS25|MRPS30|LARP1|RWDD1|TUFM|RPL10A|RPL26L1|RPL23A|MRPS36|RPL17-C18orf32|EIF2S2|ABCE1|AIMP2|SARS|QARS|MTRF1L|EIF4B|EIF3CL|SRBD1|MRPL3|MRPL2|GSS|EIF4A1|EIF3M|MRPL40|GARS|NDUFA7|MRPL28|ZC3H15|GCLC|AARS2|MRPL23|MRPL12|MRPL46|RPS11|MRPL39|EIF3K|RPS5|MTIF2|MRPL57|PPA1|GADD45GIP1|MRPL44|YARS2|MRPL55|FARSA|GTPBP2|RPS7|RPL9|AIMP1|MRPL9|RPL32|MRPS18B|SARS2|MRPS28|RPLP0|EIF3D|NARS|RPL3|MRPL54|RPL31|RPL36|EIF4A2|RPL7A|MRPS22|RPS4X|RPS10|MRPL37|RPL7|RPS24|GSPT2|MRPL53|MARS|RPL37|RPL17|IARS|MRPL19|RPS2|RPL12|RPS12|YAE1D1|MRPL35|HARS2|RPS17|RPL39|RPS15|MRPL13|MTIF3|GCLM|MRPS24|RPL37A|ERAL1|MRPS33|MRPL34|RPL8|RPS27A|EIF3A|MRPL22|CHAC1|RPS25|RPS21|RPL24|EIF2B2|QRSL1|RPL30|PABPC1|MRPL21|MRPL4|MRPS15|RPL13|EIF1AX|RPL27A|MRPL50|RPS23|RPL35A|EEF2|MRPL27|RPL36A|RPL41|RPLP1|MCTS1|MRPS2|EEF1G|RPS6|EEFSEC|EEF2K|MRPL51|MRRF|MRPS6
MITOCHONDRIAL TRANSLATION%GOBP%GO:0032543	0.00031705770450221897	0.00410860144308392	0.532505742046856	3.7243624058531295	0	111	MRPL24|EARS2|MRPL15|MRPL48|DAP3|MRPL1|DARS2|WARS2|HARS|IARS2|MRPS27|MRPS26|MRPS18A|MRPL14|MRPL30|MRPS9|GFM2|TSFM|NOA1|MRPS14|MRPS10|RARS2|MRPS35|MRPL43|MRPL47|GATB|LARS2|MRPL18|MRPS17|MRPL36|TARS2|MRPL42|MRPS25|MRPS30|TUFM|MRPS36|MTRF1L|MRPL3|MRPL2|MRPL40|GARS|NDUFA7|MRPL28|AARS2|MRPL23|MRPL12|MRPL46|MRPL39|MTIF2|MRPL57|GADD45GIP1|MRPL44|YARS2|MRPL55|MRPL9|MRPS18B|MRPS28|MRPL54|MRPS22|MRPL37|MRPL53|MRPL19|MRPL35|MRPL13|MTIF3|MRPS24|ERAL1|MRPS33|MRPL34|MRPL22|QRSL1|MRPL21|MRPL4|MRPS15|MRPL50|MRPL27|MRPS2|MRPL51|MRRF|MRPS6
MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0140053	0.000346860908775581	0.00435611777957674	0.511179030410679	3.72125483994673	0	134	MRPL24|EARS2|MRPL15|MRPL48|DAP3|MRPL1|DARS2|TFB2M|WARS2|HARS|IARS2|MRPS27|FOXO3|MRPS26|MRPS18A|MRPL14|MRPL30|MRPS9|GFM2|TSFM|NOA1|MRPS14|MRPS10|C10orf2|KIAA0391|RARS2|MRPS35|MRPL43|MRPL47|GATB|LARS2|MRPL18|TRMT10C|MRPS17|TRMT61B|MRPL36|TARS2|MRPL42|MRPS25|MRPS30|TUFM|MRPS36|MTRF1L|MRPL3|MRPL2|MRPL40|GARS|NDUFA7|MRPL28|SLC25A33|AARS2|MRPL23|MRPL12|MRPL46|MRPL39|MTIF2|MRPL57|GADD45GIP1|MRPL44|YARS2|MRPL55|MRPL9|MRPS18B|MRPS28|MRPL54|MRPS22|MRPL37|TRNT1|MRPL53|MTERF2|MRPL19|TBRG4|MRPL35|MRPL13|MTIF3|MRPS24|ERAL1|TRMT5|MRPS33|MRPL34|MRPL22|ELAC2|QRSL1|MRPL21|MRPL4|MRPS15|MRPL50|MRPL27|MTERF1|MRPS2|MRPL51|MRRF|MRPS6
TRNA AMINOACYLATION%REACTOME DATABASE ID RELEASE 66%379724	0.000215749730312837	0.00312327909415288	0.676079526883119	3.66352167085301	0	42	EARS2|EPRS|EEF1E1|DARS|NARS2|LARS|DARS2|WARS2|HARS|RARS|IARS2|PPA2|PARS2|VARS|FARS2|RARS2|TARS|LARS2|KARS|TARS2|FARSB|AIMP2|SARS|QARS|GARS|AARS2|PPA1|YARS2|FARSA|AIMP1|SARS2|NARS|MARS|IARS|HARS2
TRNA AMINOACYLATION FOR PROTEIN TRANSLATION%GOBP%GO:0006418	0.000216778668978973	0.00312620812342189	0.666115909734159	3.6257342932958196	0	43	EARS2|EPRS|EEF1E1|DARS|NARS2|LARS|DARS2|WARS2|HARS|RARS|IARS2|PPA2|PARS2|VARS|FARS2|RARS2|TARS|LARS2|KARS|TARS2|FARSB|AIMP2|SARS|QARS|GARS|AARS2|PPA1|YARS2|FARSA|AIMP1|SARS2|NARS|MARS|IARS|HARS2
AMINO ACID ACTIVATION%GOBP%GO:0043038	0.00022207417277370602	0.00317596750889927	0.6506269451793311	3.61643423333215	0	46	EARS2|EPRS|EEF1E1|DARS|NARS2|LARS|DARS2|WARS2|HARS|RARS|IARS2|PPA2|PARS2|VARS|FARS2|RARS2|TARS|GATB|LARS2|KARS|TARS2|FARSB|AIMP2|SARS|QARS|GARS|AARS2|PPA1|YARS2|FARSA|AIMP1|SARS2|NARS|MARS|IARS|HARS2
TRNA AMINOACYLATION%GOBP%GO:0043039	0.00022207417277370602	0.00317596750889927	0.6506269451793311	3.61643423333215	0	46	EARS2|EPRS|EEF1E1|DARS|NARS2|LARS|DARS2|WARS2|HARS|RARS|IARS2|PPA2|PARS2|VARS|FARS2|RARS2|TARS|GATB|LARS2|KARS|TARS2|FARSB|AIMP2|SARS|QARS|GARS|AARS2|PPA1|YARS2|FARSA|AIMP1|SARS2|NARS|MARS|IARS|HARS2
RIBOSOME BIOGENESIS%GOBP%GO:0042254	0.000510725229826354	0.0058900560801909705	0.44012599303370903	3.54094010180652	0	228	NHP2L1|RPL7L1|DIEXF|C1QBP|FDXACB1|WDR12|NHP2|MRPL1|RPL14|EBNA1BP2|TFB2M|FBLL1|RPF2|RRP9|ISG20L2|MRTO4|WDR18|EIF2A|PWP2|BYSL|WDR46|PAK1IP1|RRS1|WDR3|SKIV2L2|EFTUD1|URB2|NUP88|DCAF13|MRPS9|RSL24D1|NOP14|EXOSC4|DDX49|EXOSC5|RPSA|IMP4|NLE1|SENP3|UTP20|DHX30|EIF6|ZNF622|RPL6|URB1|RRP1|NSUN3|RPS14|PDCD11|EXOSC7|TEX10|ERI3|MDN1|TBL3|RPL26|RNMTL1|RPL5|RIOK1|XRN2|DIS3L|SDAD1|HEATR1|NOP16|NMD3|RPL10A|RPL26L1|RRP36|RPL23A|ZNF658|RPUSD2|ABCE1|PES1|NOL10|TSR1|PIH1D2|RPS5|ZNHIT6|BRIX1|EMG1|DDX27|NSUN4|DIS3L2|POP5|WDR36|NOLC1|UTP14A|RPS7|NOL6|PA2G4|METTL16|WDR75|RPLP0|DDX31|RPL3|GAR1|RPL7A|RPS10|RPL7|FBL|RPS24|RSL1D1|LTV1|UTP3|DIMT1|RPS2|RPL12|NOC2L|YAE1D1|RPS17|RPS15|METTL15|PIH1D1|ERAL1|FASTKD2|MRM1|NOP10|RIOK2|SURF6|NPM1|MRPL22|LYAR|TFB1M|RPS21|BMS1|RPL24|TRMT112|IMP3|SRFBP1|WDR43|MPHOSPH10|AAMP|NSUN5|RPL35A|FTSJ3|DHX37|UTP18|MRPS2|RPS6|RPF1|DIS3|ERI1
